	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
1175	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1176	commit but unextracted amount for investment	commit but unextracted amount for investment	commit but unextracted amount for investment	commit but unextracted amount for investment	commit but unextracted amount for investment	▁107
1177	real estate	real estate	real estate	real estate	real estate	real estate
1178	private equity	private equity	private equity	private equity	private equity	private equity
1179	total value	total value	total value	total value	total value	▁211
1180	total asset	total asset	total asset	total asset	total asset	total asset
1181	internal rate of return	internal rate of return	internal rate of return	internal rate of return	internal rate of return	▁45
1182	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1183	strategic asset	strategic asset portfolio	strategic asset	strategic asset	strategic asset	▁198
1184	initiating	initiating	initiating	initiating	initiating	▁283
1185	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1186	public education	public education	public education	public education	public education	public education
1187	public education activity	public education activity	public education activity	public education activity	public education activity	▁54
1188	institutional governance	institutional governance	institutional governance	institutional governance	institutional governance	▁161
1189	website	website	website	website	website	▁207
1190	information technology	information technology	information technology	information technology	information technology	information technology
1191	hkma	hkma	hkma	hkma	hkma	hkma
1192	on interview	on interview	on interview	on interview	on interview	▁64
1193	press conference	press conference	press conference	press conference	press conference	press conference
1194	hkma	hkma	hkma	hkma	hkma	hkma
1195	main function	primary function	main function	main function	main function	▁15
1196	system	▁9	system	system	system	▁63
1197	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing
1198	green finance	green finance	green finance	green finance	green finance	green finance
1199	system lers	system	system lers	system	system lers	▁220
1200	hkma	hkma	hkma	hkma	hkma	hkma
1201	fintech	financial technology	fintech	fintech	fintech	fintech
1202	▔	▁7	▔	▁5	▔	▁60
1203	big ghost	big ghost	big ghost	big ghost	big ghost	▁91
1204	environment bureau	environment bureau	environment bureau	environment bureau	environment bureau	environment bureau
1205	chief executive	president	chief executive	chief executive	chief executive	chief executive
1206	pilot	pilot	pilot	pilot	pilot	▁256
1207	hkma	hkma	hkma	hkma	hkma	hkma
1208	norman chan	norman chan	norman chan	norman chan	norman chan	norman chan
1209	main function	primary function	main function	main function	main function	▁15
1210	public inquiry service	public inquiry service	public inquiry service	public inquiry service	public inquiry service	▁56
1211	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system
1212	guideline notice	guideline notice	guideline notice	guideline notice	guideline notice	▁124
1213	coin collection scheme	coin collection scheme	coin collection scheme	coin collection scheme	coin collection scheme	▁192
1214	banknote	note	banknote	banknote	banknote	banknote
1215	hkma	hkma	hkma	hkma	hkma	hkma
1216	banking	▁25	banking	banking	banking	banking sector
1217	banking policy and regulation	banking policy and regulation	banking policy and regulation	banking policy and regulation	banking policy and regulation	banking policy and regulation
1218	banking consumer issue	banking consumer issue	banking consumer issue	banking consumer issue	banking consumer issue	▁276
1219	banking product and service	banking product and service	banking product and service	banking product and service	banking product and service	banking product and service
1220	kong banknote series	hong kong banknote	kong banknote series	hong kong banknote	kong banknote series	hong kong banknote
1221	annual report	annual report	annual report	annual report	annual report	annual report
1222	hkma	hkma	hkma	hkma	hkma	hkma
1223	banking	▁25	banking	banking	banking	banking sector
1224	hkma website	website	hkma website	website	hkma website	▁207
1225	hkma	hkma	hkma	hkma	hkma	hkma
1226	hkma website	hkma website	hkma website	hkma website	hkma website	hkma website
1227	▔	▁17	▔	▁12	▔	▁123
1228	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance	payment system and stored value facility ordinance
1229	cash vehicle	cash vehicle	cash vehicle	cash vehicle	cash vehicle	▁134
1230	local representative office	local representative office	local representative office	local representative office	local representative office	local representative office
1231	coin collection scheme	coin collection scheme	coin collection scheme	coin collection scheme	coin collection scheme	▁192
1232	website	website	website	website	website	▁207
1233	employee recognized institution	employee recognized institution	employee recognized institution	employee recognized institution	employee recognized institution	▁233
1234	security	security	security	security	security	security
1235	hkma	hkma	hkma	hkma	hkma	hkma
1236	banking ordinance	▁25	banking ordinance	banking	banking ordinance	banking sector
1237	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1238	cash vehicle	cash vehicle	cash vehicle	cash vehicle	cash vehicle	▁134
1239	cash vehicle schedule	cash vehicle schedule	cash vehicle schedule	cash vehicle schedule	cash vehicle schedule	▁135
1240	website	website	website	website	website	▁207
1241	hkma	hkma	hkma	hkma	hkma	hkma
1242	▔	▁25	▔	banking	▔	banking sector
1243	open	open	open	open	open	▁284
1244	hkma	hkma	hkma	hkma	hkma	hkma
1245	open	open	open	open	open	▁284
1246	public education	public education	public education	public education	public education	public education
1247	library	library	library	library	library	library
1248	information centre	information centre	information centre	information centre	information centre	information centre
1249	hkma	hkma	hkma	hkma	hkma	hkma
1250	hkma information centre	hkma information centre	hkma information centre	hkma information centre	hkma information centre	hkma information centre
1251	banking sector	▁25	banking sector	banking	banking sector	banking sector
1252	open	open	open	open	open	▁284
1253	▔	▁5	▔	▁3	▔	▁48
1254	banknote	note	banknote	banknote	banknote	banknote
1255	bauhinia tree	bauhinia tree	bauhinia tree	art bauhinia tree	bauhinia tree	bauhinia tree
1256	production process	production process	production process	produce	production process	production process
1257	currency	currency	currency	currency	currency	▁244
1258	▔	information centre	▔	information centre	▔	information centre
1259	▔	▁23	▔	▁16	▔	▁258
1260	open	open	open	open	open	▁284
1261	anti feature	anti feature	anti feature	anti feature	anti feature	▁285
1262	mosaic artwork	mosaic artwork	mosaic artwork	mosaic artwork	mosaic artwork	mosaic artwork
1263	library	library	library	library	library	library
1264	guide tour	guide tour	guide tour	guide tour	guide tour	guide tour
1265	local representative office	local representative office	local representative office	local representative office	local representative office	local representative office
1266	recognized institution firm record	employee recognized institution	recognized institution firm record	employee recognized institution	recognized institution firm record	▁233
1267	security	security	security	security	security	security
1268	centre	information centre	centre	information centre	centre	information centre
1269	banking	▁25	banking	banking	banking	banking sector
1270	produce	production process	produce	produce	produce	production process
1271	art bauhinia tree	bauhinia tree	art bauhinia tree	art bauhinia tree	art bauhinia tree	bauhinia tree
1272	guide tour	guide tour	guide tour	guide tour	guide tour	guide tour
1273	centre	information centre	centre	information centre	centre	information centre
1274	school student	school student	school student	school student	school student	▁11
1275	public education	public education	public education	public education	public education	public education
1276	public education lecture	public education lecture	public education lecture	public education lecture	public education lecture	▁55
1277	student	school student	student	school student	student	▁11
1278	public education	public education	public education	public education	public education	public education
1279	public education lecture	public education lecture	public education lecture	public education lecture	public education lecture	▁55
1280	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme
1281	information	information	information	information	information	▁105
1282	consumer protection	consumer protection	consumer protection	consumer protection	consumer protection	consumer protection
1283	exchange	system	exchange	system	exchange	▁220
1284	hkma	hkma	hkma	hkma	hkma	hkma
1285	financial industry	financial industry	financial industry	financial industry	financial industry	financial industry
1286	fintech	financial technology	fintech	fintech	fintech	fintech
1287	information centre	information centre	information centre	information centre	information centre	information centre
1288	hkma	hkma	hkma	hkma	hkma	hkma
1289	civil service	civil servant	civil service	civil servant	civil service	civil service
1290	sector institution	sector institution	sector institution	sector institution	sector institution	▁53
1291	hkma	hkma	hkma	hkma	hkma	hkma
1292	equal opportunities policy	equal opportunities policy	equal opportunities policy	equal opportunities policy	equal opportunities policy	▁110
1293	equal opportunity employer	equal opportunity employer	equal opportunity employer	equal opportunity employer	equal opportunity employer	equal opportunity employer
1294	remuneration	remuneration	remuneration	remuneration	remuneration	remuneration
1295	performance appraisal	performance appraisal	performance appraisal	performance appraisal	performance appraisal	▁231
1296	hkma	hkma	hkma	hkma	hkma	hkma
1297	hkma	hkma	hkma	hkma	hkma	hkma
1298	reserve management	reserve management	reserve management	reserve management	reserve management	reserve management
1299	reserve management department	reserve management department	reserve management department	reserve management department	reserve management department	reserve management department
1300	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1301	hkma	hkma	hkma	hkma	hkma	hkma
1302	risk management	risk management	risk management	risk management	risk management	risk management
1303	risk management function	risk management function	risk management function	risk management function	risk management function	risk management function
1304	hkma	hkma	hkma	hkma	hkma	hkma
1305	hkma	hkma	hkma	hkma	hkma	hkma
1306	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1307	risk management	risk management	risk management	risk management	risk management	risk management
1308	compensation	remuneration	compensation	remuneration	compensation	remuneration
1309	mpf contribution	mpf	mpf contribution	mpf	mpf contribution	▁57
1310	fix	fix	fix	fix	fix	▁71
1311	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1312	variable bonus	variable bonus	variable bonus	variable bonus	variable bonus	variable pay
1313	cash salary	cash salary	cash salary	cash salary	cash salary	▁179
1314	remuneration	remuneration	remuneration	remuneration	remuneration	remuneration
1315	hkma	hkma	hkma	hkma	hkma	hkma
1316	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1317	▔	remuneration	▔	remuneration	▔	remuneration
1318	hkma	hkma	hkma	hkma	hkma	hkma
1319	financial industry	financial industry	financial industry	financial industry	financial industry	financial industry
1320	supervisory	supervisory	supervisory	supervisory	supervisory	▁13
1321	▔	▁8	▔	▁6	▔	▁62
1322	fix salary	fix	fix salary	fix	fix salary	▁71
1323	variable pay	variable bonus	variable pay	variable bonus	variable pay	variable pay
1324	executive	president	executive	chief executive	executive	chief executive
1325	salary	remuneration	salary	remuneration	salary	remuneration
1326	hkma	hkma	hkma	hkma	hkma	hkma
1327	compensation	remuneration	compensation	remuneration	compensation	remuneration
1328	salary	remuneration	salary	remuneration	salary	remuneration
1329	life insurance	life insurance	life insurance	life insurance	life insurance	life insurance
1330	mpf	mpf	mpf	mpf	mpf	▁57
1331	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1332	chief operate officer of the exchange fund investment office	chief operate officer of the exchange fund investment office	chief operate officer of the exchange fund investment office	chief operate officer of the exchange fund investment office	chief operate officer of the exchange fund investment office	chief operate officer of the exchange fund investment office
1333	president	president	president	chief executive	president	chief executive
1334	salary	remuneration	salary	remuneration	salary	remuneration
1335	disposal mechanism	resolution mechanism	disposal mechanism	resolution mechanism	disposal mechanism	▁227
1336	disposal mechanism	resolution office	disposal mechanism	disposal mechanism	disposal mechanism	resolution office
1337	disposal mechanism office officer	disposal mechanism office officer	disposal mechanism office officer	disposal mechanism office officer	disposal mechanism office officer	▁228
1338	▔	security	▔	security	▔	security
1339	▔	hkma	▔	hkma	▔	hkma
1340	president of the hong kong mortgage corporation	president of the hong kong mortgage corporation	president of the hong kong mortgage corporation	president of the hong kong mortgage corporation	president of the hong kong mortgage corporation	▁299
1341	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1342	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1343	▔	▁14	▔	▁10	▔	▁101
1344	▔	▁16	▔	commissioner office	▔	director of audit
1345	financial statements	financial statement	financial statements	financial statement	financial statements	financial statement
1346	audit	▁14	audit	▁10	audit	▁101
1347	director of audit	▁16	director of audit	commissioner office	director of audit	director of audit
1348	independent	independent	independent	independent	independent	▁175
1349	independent auditor 's 's report	independent auditor 's 's report	independent auditor 's 's report	independent auditor 's 's report	independent auditor 's 's report	independent auditor 's 's report
1350	comprehensive income statement	comprehensive income statement	comprehensive income statement	comprehensive income statement	comprehensive income statement	▁51
1351	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1352	income and expenditure account	income and expenditure account	income and expenditure account	income and expenditure account	income and expenditure account	income and expenditure account
1353	statement of change in equity	statement of change in equity	statement of change in equity	statement of change in equity	statement of change in equity	statement of change in equity
1354	cash flow statement	cash flow statement	cash flow statement	cash flow statement	cash flow statement	▁178
1355	financial statement	financial statement	financial statement	financial statement	financial statement	financial statement
1356	▔	asset liability	▔	asset liability	▔	balance sheet
1357	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1358	chief executive	chief executive	chief executive	chief executive	chief executive	chief executive
1359	financial statement	financial statement	financial statement	financial statement	financial statement	financial statement
1360	kong financial report standards	kong financial report standards	kong financial report standards	kong financial report standards	kong financial report standards	▁302
1361	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1362	audit evidence	audit evidence	audit evidence	audit evidence	audit evidence	audit evidence
1363	▔	▁14	▔	▁10	▔	▁101
1364	▔	▁15	▔	▁11	▔	▁102
1365	▔	chief executive	▔	chief executive	▔	chief executive
1366	financial statement	financial statement	financial statement	financial statement	financial statement	financial statement
1367	key audit matter	key audit matter	key audit matter	key audit matter	key audit matter	key audit matter
1368	financial statement	financial statement	financial statement	financial statement	financial statement	financial statement
1369	key audit matter	key audit matter	key audit matter	key audit matter	key audit matter	key audit matter
1370	fair value	fair value	fair value	fair value	fair value	fair value
1371	financial liabilities	financial liabilities	financial liabilities	financial liability	financial liabilities	financial liability
1372	financial asset	financial asset	financial asset	financial asset	financial asset	financial asset
1373	financial statement	financial statement	financial statement	financial statement	financial statement	financial statement
1374	financial statement	financial statement	financial statement	financial statement	financial statement	▁235
1375	fair value	fair value	fair value	fair value	fair value	fair value
1376	financial liability	financial liabilities	financial liability	financial liability	financial liability	financial liability
1377	financial asset	financial asset	financial asset	financial asset	financial asset	financial asset
1378	valuation technique	valuation technique	valuation technique	valuation technique	valuation technique	valuation technique
1379	fair value	fair value	fair value	fair value	fair value	fair value
1380	quote price in active market	quote price in active market	quote price in active market	quote price in active market	quote price in active market	quote price in active market
1381	financial liability	financial liabilities	financial liability	financial liability	financial liability	financial liability
1382	financial asset	financial asset	financial asset	financial asset	financial asset	financial asset
1383	valuation technique	valuation technique	valuation technique	valuation technique	valuation technique	valuation technique
1384	fair value	fair value	fair value	fair value	fair value	fair value
1385	investment fund	investment fund	investment fund	investment fund	investment fund	investment fund
1386	financial asset	financial asset	financial asset	financial asset	financial asset	financial asset
1387	unlisted investment fund	unlisted investment fund	unlisted investment fund	unlisted investment fund	unlisted investment fund	unlisted investment fund
1388	fair value	fair value	fair value	fair value	fair value	fair value
1389	financial liability	financial liabilities	financial liability	financial liability	financial liability	financial liability
1390	key audit matter	key audit matter	key audit matter	key audit matter	key audit matter	key audit matter
1391	fair value	fair value	fair value	fair value	fair value	fair value
1392	financial liability	financial liabilities	financial liability	financial liability	financial liability	financial liability
1393	financial asset	financial asset	financial asset	financial asset	financial asset	financial asset
1394	valuation technique	valuation technique	valuation technique	valuation technique	valuation technique	valuation technique
1395	financial liability	financial liabilities	financial liability	financial liability	financial liability	financial liability
1396	financial asset	financial asset	financial asset	financial asset	financial asset	financial asset
1397	fair value	fair value	fair value	fair value	fair value	fair value
1398	investment properties	investment properties	investment properties	investment property	investment properties	investment property
1399	financial statement	financial statement	financial statement	financial statement	financial statement	financial statement
1400	financial statement	financial statement	financial statement	financial statement	financial statement	▁235
1401	▔	▁2	▔	▁1	▔	▁14
1402	valuation method	valuation technique	valuation method	valuation technique	valuation method	valuation technique
1403	fair value	fair value	fair value	fair value	fair value	fair value
1404	investment property	investment properties	investment property	investment property	investment property	investment property
1405	fair value	fair value	fair value	fair value	fair value	fair value
1406	investment property	investment properties	investment property	investment property	investment property	investment property
1407	valuation method	valuation technique	valuation method	valuation technique	valuation method	valuation technique
1408	fair value	fair value	fair value	fair value	fair value	fair value
1409	▔	investment properties	▔	investment property	▔	investment property
1410	annual report	annual report	annual report	annual report	annual report	annual report
1411	financial statement	financial statement	financial statement	financial statement	financial statement	financial statement
1412	financial statement	financial statement	financial statement	financial statement	financial statement	financial statement
1413	financial statement	financial statement	financial statement	financial statement	financial statement	financial statement
1414	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1415	audit committee	audit committee	audit committee	audit committee	audit committee	▁100
1416	financial statements	financial statement	financial statements	financial statement	financial statements	financial statement
1417	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1418	chief executive	chief executive	chief executive	chief executive	chief executive	chief executive
1419	financial statement	financial statement	financial statement	financial statement	financial statement	financial statement
1420	kong financial report standards	kong financial report standards	kong financial report standards	kong financial report standards	kong financial report standards	▁302
1421	financial statement	financial statement	financial statement	financial statement	financial statement	financial statement
1422	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1423	audit committee	audit committee	audit committee	audit committee	audit committee	▁100
1424	financial statements	financial statement	financial statements	financial statement	financial statements	financial statement
1425	▔	▁14	▔	▁10	▔	▁101
1426	financial statement	financial statement	financial statement	financial statement	financial statement	financial statement
1427	▔	▁14	▔	▁10	▔	▁101
1428	audit evidence	audit evidence	audit evidence	audit evidence	audit evidence	audit evidence
1429	financial statement	financial statement	financial statement	financial statement	financial statement	financial statement
1430	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1431	audit committee	audit committee	audit committee	audit committee	audit committee	▁100
1432	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1433	audit committee	audit committee	audit committee	audit committee	audit committee	▁100
1434	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
1435	audit committee	audit committee	audit committee	audit committee	audit committee	▁100
1436	▔	financial statement	▔	financial statement	▔	financial statement
1437	key audit matter	key audit matter	key audit matter	key audit matter	key audit matter	key audit matter
1438	office	▁14	office	▁10	office	▁101
1439	commissioner office	▁16	commissioner office	commissioner office	commissioner office	director of audit
