	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
1040	reserve management	reserve management	reserve management	reserve management	reserve management	reserve management
1041	return	▁5	return	return	return	return
1042	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	performance of the exchange fund
1043	late external	late external	late external	late external	late external	▁88
1044	diversified long asset allocation	diversified long asset allocation	diversified long asset allocation	diversified long asset allocation	diversified long asset allocation	diversified long asset allocation
1045	multi fund	multi fund	multi fund	multi fund	multi fund	multi fund
1046	market turmoil	market turmoil	market turmoil	market turmoil	market turmoil	▁103
1047	strategic adjustment	strategic adjustment	strategic adjustment	strategic adjustment	strategic adjustment	strategic adjustment
1048	investment return	return rate	investment return	investment return	investment return	investment return
1049	us dollar	$	us dollar	us dollar	us dollar	us dollar
1050	asset allocation	asset allocation	asset allocation	asset allocation	asset allocation	asset allocation
1051	asset class	asset class	asset class	asset class	asset class	asset class
1052	defensive deployment	defensive deployment	defensive deployment	defensive deployment	defensive deployment	▁264
1053	exchange rate	exchange rate	exchange rate	exchange rate	exchange rate	▁59
1054	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance
1055	dollar	dollar	dollar	dollar	dollar	hkd
1056	financial secretary	financial secretary	financial secretary	financial secretary	financial secretary	financial secretary
1057	delegated	delegated	delegated	delegated	delegated	▁237
1058	delegated authority	delegated power	delegated authority	delegated authority	delegated authority	delegated authority
1059	portfolio structure	portfolio structure	portfolio structure	portfolio structure	portfolio structure	portfolio structure
1060	return	▁5	return	return	return	return
1061	us dollar	$	us dollar	us dollar	us dollar	us dollar
1062	us dollar asset	us dollar asset	us dollar asset	us dollar asset	us dollar asset	us dollar asset
1063	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
1064	monetary base	monetary base	monetary base	monetary base	monetary base	monetary base
1065	target asset allocation	target asset allocation	target asset allocation	target asset allocation	target asset allocation	▁175
1066	portfolio structure	portfolio structure	portfolio structure	portfolio structure	portfolio structure	portfolio structure
1067	asset allocation	asset allocation	asset allocation	asset allocation	asset allocation	asset allocation
1068	type investment portfolios	type investment portfolios	type investment portfolios	type investment portfolios	type investment portfolios	▁114
1069	member economy	member economy	member economy	member economy	member economy	member economy
1070	organisation economic co-operation development	organisation economic co-operation development	organisation economic co-operation development	organisation economic co-operation development	organisation economic co-operation development	▁188
1071	us dollar	$	us dollar	us dollar	us dollar	us dollar
1072	us dollar asset	us dollar asset	us dollar asset	us dollar asset	us dollar asset	us dollar asset
1073	monetary base	monetary base	monetary base	monetary base	monetary base	monetary base
1074	currency board system	currency board system	currency board system	currency board system	currency board system	▁219
1075	mainland bond and equity	mainland bond and equity	mainland bond and equity	mainland bond and equity	mainland bond and equity	mainland bond and equity
1076	return	▁5	return	return	return	return
1077	and mainland bond and	and mainland bond and	and mainland bond and	and mainland bond and	and mainland bond and	▁134
1078	target asset allocation	target asset allocation	target asset allocation	target asset allocation	target asset allocation	▁175
1079	private equity	private equity	private equity	private equity	private equity	▁179
1080	asset diversification strategy	asset diversification strategy	asset diversification strategy	asset diversification strategy	asset diversification strategy	▁232
1081	asset allocation	asset allocation	asset allocation	asset allocation	asset allocation	asset allocation
1082	asset class	asset class	asset class	asset class	asset class	asset class
1083	risk management principle	risk management principle	risk management principle	risk management principle	risk management principle	risk management principle
1084	strategic portfolio	strategic portfolio	strategic portfolio	strategic portfolio	strategic portfolio	strategic portfolio
1085	hong kong exchanges and clearing limited	hong kong exchanges and clearing limited	hong kong exchanges and clearing limited	hkex	hong kong exchanges and clearing limited	hong kong exchanges and clearing limited
1086	deposits	▁6	deposits	deposit	deposits	deposit
1087	return	▁5	return	return	return	return
1088	deposit	▁6	deposit	deposit	deposit	deposit
1089	government fund	government fund	government fund	government fund	government fund	government fund
1090	future fund	future fund	future fund	future fund	future fund	future fund
1091	statutory body	statutory body	statutory body	statutory body	statutory body	statutory body
1092	weighting	weighting	weighting	weighting	weighting	▁185
1093	fiscal reserve	fiscal reserve	fiscal reserve	fiscal reserve	fiscal reserve	fiscal reserve
1094	investment process	investment process	investment process	investment process	investment process	investment process
1095	▔	▁3	▔	▁2	▔	▁34
1096	▔	▁5	▔	return	▔	return
1097	tracking error	tracking error	tracking error	tracking error	tracking error	tracking error
1098	tactical deviation	tactical deviation	tactical deviation	tactical deviation	tactical deviation	tactical deviation
1099	tactical asset allocation	tactical asset allocation	tactical asset allocation	tactical asset allocation	tactical asset allocation	tactical asset allocation
1100	investment benchmark	investment benchmark	investment benchmark	investment benchmark	investment benchmark	investment benchmark
1101	investment process	investment process	investment process	investment process	investment process	investment process
1102	portfolio manager	portfolio manager	portfolio manager	portfolio manager	portfolio manager	portfolio manager
1103	strategic asset allocation	strategic asset allocation	strategic asset allocation	strategic asset allocation	strategic asset allocation	strategic asset allocation
1104	financial secretary	financial secretary	financial secretary	financial secretary	financial secretary	financial secretary
1105	asset allocation	asset allocation	asset allocation	asset allocation	asset allocation	asset allocation
1106	exchange fund investment office	exchange fund investment office	exchange fund investment office	exchange fund investment office	exchange fund investment office	exchange fund investment office
1107	macro risk management strategy	macro risk management strategy	macro risk management strategy	macro risk management strategy	macro risk management strategy	macro risk management strategy
1108	global income market	global income market	global income market	global income market	global income market	▁167
1109	derivative instrument	derivative	derivative instrument	derivative	derivative instrument	▁203
1110	risk management function	risk management function	risk management function	risk management function	risk management function	risk management function
1111	list equity portfolios	list equity portfolios	list equity portfolios	list equity portfolios	list equity portfolios	list equity portfolios
1112	▔	▁5	▔	return	▔	return
1113	special asset class	special asset class	special asset class	special asset class	special asset class	▁162
1114	asset class	asset class	asset class	asset class	asset class	asset class
1115	transaction cost	transaction cost	transaction cost	transaction cost	transaction cost	transaction cost
1116	custody fee	custody fee	custody fee	custody fee	custody fee	▁206
1117	withholding tax	withholding tax	withholding tax	withholding tax	withholding tax	withholding tax
1118	compliance system	compliance system	compliance system	compliance system	compliance system	compliance system
1119	operational risk	operational risk	operational risk	operational risk	operational risk	operational risk
1120	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity position
1121	responsible investment	responsible investor	responsible investment	responsible investment	responsible investment	responsible investment
1122	2022 sustainability report	2022 sustainability report	2022 sustainability report	2022 sustainability report	2022 sustainability report	▁11
1123	public market	public market	public market	public market	public market	▁52
1124	sustainability report	sustainability report	sustainability report	sustainability report	sustainability report	sustainability report
1125	sustainable long performance	sustainable long performance	sustainable long performance	sustainable long performance	sustainable long performance	▁68
1126	private market	private market	private market	private market	private market	▁178
1127	responsible investment	responsible investor	responsible investment	responsible investment	responsible investment	responsible investment
1128	performance of the exchange fund	exchange fund	performance of the exchange fund	exchange fund	performance of the exchange fund	performance of the exchange fund
1129	financial market	financial market	financial market	financial market	financial market	financial market
1130	financial market	financial market	financial market	financial market	financial market	financial market
1131	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
1132	interest rate	interest rate hike	interest rate	interest rate hike	interest rate	interest rate hike
1133	government bond yield	government bond yield	government bond yield	government bond yield	government bond yield	government bond yield
1134	yield curve	yield curve	yield curve	yield curve	yield curve	yield curve
1135	us treasury yield	us treasury yield	us treasury yield	us treasury yield	us treasury yield	us treasury yield
1136	rate hike	interest rate hike	rate hike	interest rate hike	rate hike	interest rate hike
1137	▔	exchange rate	▔	exchange rate	▔	▁60
1138	▔	▁11	▔	▁7	▔	▁135
1139	euro	euro	euro	euro	euro	euro
1140	us dollar	$	us dollar	us dollar	us dollar	us dollar
1141	federal reserve	us federal reserve	federal reserve	us federal reserve	federal reserve	us federal reserve
1142	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve
1143	pound sterling	pound sterling	pound sterling	pound sterling	pound sterling	pound sterling
1144	returns	▁5	returns	return	returns	return
1145	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	performance of the exchange fund
1146	valuation loss	valuation loss	valuation loss	valuation loss	valuation loss	valuation loss
1147	foreign exchange valuation	foreign exchange valuation	foreign exchange valuation	foreign exchange valuation	foreign exchange valuation	▁83
1148	hk	dollar	hk	dollar	hk	hkd
1149	strategic portfolio	strategic portfolio	strategic portfolio	strategic portfolio	strategic portfolio	strategic portfolio
1150	commit but not draw for investment	commit but not draw for investment	commit but not draw for investment	commit but not draw for investment	commit but not draw for investment	▁100
1151	commit	exposure	commit	▁5	commit	▁113
1152	hk	dollar	hk	dollar	hk	hkd
1153	private equity	private equity	private equity	private equity	private equity	▁179
1154	internal rate of return	internal rate of return	internal rate of return	internal rate of return	internal rate of return	internal rate of return
1155	annualized internal rate of return	annualized internal rate of return	annualized internal rate of return	annualized internal rate of return	annualized internal rate of return	▁46
1156	return	▁5	return	return	return	return
1157	▔	return rate	▔	investment return	▔	investment return
1158	strategic portfolio	strategic portfolio	strategic portfolio	strategic portfolio	strategic portfolio	strategic portfolio
1159	commencement	▁19	commencement	commencement	commencement	▁258
1160	return	▁5	return	return	return	return
1161	exchange fund asset	fund	exchange fund asset	exchange fund asset	exchange fund asset	exchange fund asset
1162	investment return	return rate	investment return	investment return	investment return	investment return
1163	return	▁5	return	return	return	return
1164	investment return	return rate	investment return	investment return	investment return	investment return
1165	institutional functions	institutional functions	institutional functions	institutional functions	institutional functions	▁149
1166	media	media	media	media	media	▁91
1167	professionalism	professionalism	professionalism	professionalism	professionalism	professionalism
1168	institutional	institutional functions	institutional	institutional functions	institutional	▁149
1169	workforce	team	workforce	team	workforce	workforce
1170	fiscal discipline	fiscal discipline	fiscal discipline	fiscal discipline	fiscal discipline	▁213
1171	information technology	information technology	information technology	information technology	information technology	information technology
1172	media relation	media relation	media relation	media relation	media relation	media relation
1173	media media	media	media media	media	media media	▁91
1174	on interview	on interview	on interview	on interview	on interview	▁62
1175	media	media	media	media	media	▁91
1176	media	media	media	media	media	▁91
1177	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
1178	currency board operation	currency board operation	currency board operation	currency board operation	currency board operation	currency board operation
1179	live stream	live stream	live stream	live stream	live stream	live stream
1180	international financial leader ' investment summit	international financial leader 's investment summit	international financial leader ' investment summit	global financial leader ' investment summit	international financial leader ' investment summit	global financial leader 's investment summit
1181	media	media	media	media	media	▁91
1182	▔	exchange rate	▔	exchange rate	▔	▁60
1183	international financial leader ' investment summit	international financial leader 's investment summit	international financial leader ' investment summit	global financial leader ' investment summit	international financial leader ' investment summit	global financial leader 's investment summit
1184	media	media	media	media	media	▁91
1185	government green bond programme	government green bond programme	government green bond programme	government green bond programme	government green bond programme	government green bond programme
1186	green bond	green bond	green bond	green bond	green bond	green bond
1187	system	lers	system	exchange system	system	lers
1188	fraud prevention	anti	fraud prevention	fraud prevention	fraud prevention	▁265
1189	eddie yue	eddie yue	eddie yue	eddie yue	eddie yue	eddie yue
1190	eddie yue	eddie yue	eddie yue	eddie yue	eddie yue	▁21
1191	on interview	on interview	on interview	on interview	on interview	▁62
1192	international financial leader ' investment summit	international financial leader 's investment summit	international financial leader ' investment summit	global financial leader ' investment summit	international financial leader ' investment summit	global financial leader 's investment summit
1193	media	media	media	media	media	▁91
1194	eddie yue	eddie yue	eddie yue	eddie yue	eddie yue	eddie yue
1195	eddie yue	eddie yue	eddie yue	eddie yue	eddie yue	▁21
1196	kong fintech week	kong fintech week	kong fintech week	kong fintech week	kong fintech week	▁285
1197	hong kong fintech week 2022	hong kong fintech week 2022	hong kong fintech week 2022	hong kong fintech week 2022	hong kong fintech week 2022	hong kong fintech week 2022
1198	accenture	accenture	accenture	accenture	accenture	accenture
1199	cyberport	▁10	cyberport	cyberport	cyberport	cyberport
1200	deputy chief hkma	deputy chief hkma	deputy chief hkma	deputy chief	deputy chief hkma	▁244
1201	arthur yuen	arthur yuen	arthur yuen	arthur yuen	arthur yuen	▁260
1202	digital	▁10	digital	cyberport	digital	cyberport
1203	digital dollar	dollar	digital dollar	digital dollar	digital dollar	e-hkd
1204	mr. howard lee	mr. howard lee	mr. howard lee	mr. howard lee	mr. howard lee	▁143
1205	dollar	dollar	dollar	dollar	dollar	hkd
1206	deputy executive hkma	deputy chief hkma	deputy executive hkma	deputy chief	deputy executive hkma	▁244
1207	deputy chief	deputy chief hkma	deputy chief	deputy chief	deputy chief	▁244
1208	financial street forum annual meeting	financial street forum annual meeting	financial street forum annual meeting	financial street forum annual meeting	financial street forum annual meeting	▁249
1209	nelson chow	nelson chow	nelson chow	nelson chow	nelson chow	▁266
1210	bond market development	bond market development	bond market development	bond market development	bond market development	▁38
1211	bond issuance	bond issuance	bond issuance	bond issuance	bond issuance	bond issuance
1212	public enquiry service	public enquiry service	public enquiry service	public enquiry service	public enquiry service	public enquiry service
1213	coin collection scheme	coin collection programme	coin collection scheme	coin collection programme	coin collection scheme	coin collection programme
1214	financial infrastructure	▁18	financial infrastructure	financial infrastructure	financial infrastructure	▁245
1215	banking policy and regulation	banking policy and regulation	banking policy and regulation	banking policy and regulation	banking policy and regulation	banking policy and regulation
1216	banking guideline and circular	banking guideline and circular	banking guideline and circular	banking guideline and circular	banking guideline and circular	banking guideline and circular
1217	banking product and service	banking product and service	banking product and service	banking product and service	banking product and service	banking product and service
1218	retail bond issuance scheme	retail bond issuance scheme	retail bond issuance scheme	retail bond issuance scheme	retail bond issuance scheme	▁272
1219	merit award	merit award	merit award	merit award	merit award	▁40
1220	good annual report award	good annual report award	good annual report award	good annual report award	good annual report award	good annual report award
1221	silver award	silver award	silver award	silver award	silver award	silver award
1222	non-profit and charitable organizations	non-profit and charitable organizations	non-profit and charitable organizations	non-profit and charitable organizations	non-profit and charitable organizations	▁277
1223	hong kong management association	hong kong management association	hong kong management association	hong kong management association	hong kong management association	hong kong management association
1224	institutional website	institutional website	institutional website	institutional website	institutional website	▁148
1225	local representative office	local representative office	local representative office	local representative office	local representative office	local representative office
1226	institutional website	institutional website	institutional website	institutional website	institutional website	▁148
1227	register staff authorized institution	register staff authorized institution	register staff authorized institution	register staff authorized institution	register staff authorized institution	▁208
1228	security	security	security	security	security	security
1229	open application programming interface	open application programming interface	open application programming interface	open application programming interface	open application programming interface	open application programming interface
1230	central banking	central bank	central banking	central banking	central banking	central banking
1231	local representative office	local representative office	local representative office	local representative office	local representative office	local representative office
1232	register staff authorized institution	register staff authorized institution	register staff authorized institution	register staff authorized institution	register staff authorized institution	▁208
1233	security	security	security	security	security	security
1234	safeguarding personal digital key	safeguarding personal digital key	safeguarding personal digital key	safeguarding personal digital key	safeguarding personal digital key	▁24
1235	public education seminar	public education seminar	public education seminar	public education seminar	public education seminar	▁50
1236	deposit	▁6	deposit	deposit	deposit	deposit
1237	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme
1238	online seminar	online seminar	online seminar	online seminar	online seminar	▁196
1239	exchange system	lers	exchange system	exchange system	exchange system	lers
1240	type scam card	type scam card	type scam card	type scam card	type scam card	▁27
1241	personal loan	personal loan	personal loan	personal loan	personal loan	personal loan
1242	fraudulent hyperlink	fraudulent hyperlink	fraudulent hyperlink	fraudulent hyperlink	fraudulent hyperlink	fraudulent hyperlink
1243	media	media	media	media	media	▁91
1244	deposit	▁6	deposit	deposit	deposit	deposit
1245	sms message	sms message	sms message	sms message	sms message	sms message
1246	hyperlink	hyperlink	hyperlink	hyperlink	hyperlink	▁234
1247	cross-media publicity campaign	cross-media publicity campaign	cross-media publicity campaign	cross-media publicity campaign	cross-media publicity campaign	▁235
1248	media	media	media	media	media	▁91
1249	third service provider	third service provider	third service provider	third service provider	third service provider	third service provider
1250	electronic lai see	electronic lai see	electronic lai see	electronic lai see	electronic lai see	electronic lai see
1251	digital finance knowledge	digital finance knowledge	digital finance knowledge	digital finance knowledge	digital finance knowledge	▁132
1252	▔	▁15	▔	graduate	▔	▁204
1253	graduate trainee programme	graduate trainee programme	graduate trainee programme	graduate trainee programme	graduate trainee programme	▁205
1254	financial industry	financial sector	financial industry	financial sector	financial industry	financial sector
1255	graduate	▁15	graduate	graduate	graduate	▁204
1256	graduate trainee programme	graduate trainee programme	graduate trainee programme	graduate trainee programme	graduate trainee programme	▁205
1257	hong kong financial management challenge	hong kong financial management challenge	hong kong financial management challenge	hong kong financial management challenge	hong kong financial management challenge	▁47
1258	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
1259	online quiz	online quiz	online quiz	online quiz	online quiz	▁194
1260	online quiz	online quiz	online quiz	online quiz	online quiz	online quiz
1261	design think competition	design think competition	design think competition	design think competition	design think competition	design think competition
1262	design think competition	design think competition	design think competition	design think competition	design think competition	design think competition
1263	financial disclosure	financial disclosure	financial disclosure	financial disclosure	financial disclosure	financial disclosure
1264	central banking	central bank	central banking	central banking	central banking	central banking
1265	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
1266	fund	fund	fund	fund	fund	imf
1267	exchange fund financial statement	financial statement exchange fund	exchange fund financial statement	exchange fund financial statement	exchange fund financial statement	exchange fund financial statements
1268	disclosure standard	disclosure standard	disclosure standard	disclosure standard	disclosure standard	disclosure standard
1269	special data dissemination standard	special data dissemination standard	special data dissemination standard	special data dissemination standard	special data dissemination standard	special data dissemination standard
1270	accounting professional	accounting professional	accounting professional	accounting professional	accounting professional	accounting professional
1271	independent auditor	independent auditor	independent auditor	independent	independent auditor	▁163
1272	financial disclosure	financial disclosure	financial disclosure	financial disclosure	financial disclosure	financial disclosure
1273	finance division	finance division	finance division	finance division	finance division	finance division
1274	accountability and oversight	accountability and oversight	accountability and oversight	accountability and oversight	accountability and oversight	▁76
1275	▔	▁7	▔	macro surveillance	▔	macro surveillance
1276	macro surveillance committee	macro surveillance committee	macro surveillance committee	macro surveillance committee	macro surveillance committee	macro surveillance committee
1277	risk committee	risk committee	risk committee	risk committee	risk committee	risk committee
1278	risk management framework	risk management framework	risk management framework	risk management framework	risk management framework	risk management framework
1279	macro surveillance	▁7	macro surveillance	macro surveillance	macro surveillance	macro surveillance
1280	macro surveillance committee	macro surveillance committee	macro surveillance committee	macro surveillance committee	macro surveillance committee	macro surveillance committee
1281	risk committee	risk committee	risk committee	risk committee	risk committee	risk committee
1282	institutional	institutional level	institutional	institutional	institutional	▁145
1283	institutional risk management	institutional risk management	institutional risk management	institutional risk management	institutional risk management	▁150
1284	control measure	control measure	control measure	control measure	control measure	▁171
1285	mitigation strategy	mitigation strategy	mitigation strategy	mitigation strategy	mitigation strategy	▁197
1286	departmental	departmental	departmental	departmental	departmental	▁242
1287	risk committee	risk committee	risk committee	risk committee	risk committee	risk committee
1288	risk management framework	risk management framework	risk management framework	risk management framework	risk management framework	risk management framework
1289	internal audit	internal audit	internal audit	internal audit	internal audit	internal audit
1290	reserve management	reserve management	reserve management	reserve management	reserve management	reserve management
1291	internal	internal audit	internal	internal audit	internal	internal audit
1292	audit committee	audit committee	audit committee	audit sub	audit committee	audit sub
1293	institutional function	institutional functions	institutional function	institutional functions	institutional function	▁149
1294	control measure	control measure	control measure	control measure	control measure	▁171
1295	monetary and financial development	monetary and financial development	monetary and financial development	monetary and financial development	monetary and financial development	monetary and financial development
1296	information technology	information technology	information technology	information technology	information technology	information technology
1297	information system audit	information system audit	information system audit	information system audit	information system audit	information system audit
1298	banking supervision	banking supervision	banking supervision	banking supervision	banking supervision	▁255
1299	risk approach	▁20	risk approach	risk approach	risk approach	risk approach
1300	exchange fund financial statements	financial statement exchange fund	exchange fund financial statements	exchange fund financial statement	exchange fund financial statements	exchange fund financial statements
1301	auditor	audit commission	auditor	audit commission	auditor	audit commission
1302	auditor general	auditor general	auditor general	auditor general	auditor general	▁98
1303	auditor	audit commission	auditor	audit commission	auditor	audit commission
1304	auditor general	auditor general	auditor general	auditor general	auditor general	▁98
1305	independent auditor 's report	independent auditor 's report	independent auditor 's report	auditor 's 's report	independent auditor 's report	auditor 's 's report
1306	independent	independent auditor	independent	independent	independent	▁163
1307	independent auditor 's report	independent auditor 's report	independent auditor 's report	independent auditor 's report	independent auditor 's report	▁164
1308	financial secretary	financial secretary	financial secretary	financial secretary	financial secretary	financial secretary
1309	significant accounting policy	significant accounting policy	significant accounting policy	significant accounting policy	significant accounting policy	significant accounting policy
1310	comprehensive income	comprehensive income	comprehensive income	comprehensive income	comprehensive income	comprehensive income
1311	comprehensive income statement	comprehensive income statement	comprehensive income statement	comprehensive income statement	comprehensive income statement	▁49
1312	income and expenditure account	income and expenditure account	income and expenditure account	income and expenditure account	income and expenditure account	income and expenditure account
1313	accounting policy	accounting policy	accounting policy	accounting policy	accounting policy	accounting policy
1314	statement of change in equity	statement of change in equity	statement of change in equity	statement of change in equity	statement of change in equity	statement of change in equity
1315	cash flow statement	cash flow statement	cash flow statement	cash flow statement	cash flow statement	▁165
1316	balance sheet	balance sheet	balance sheet	balance sheet	balance sheet	balance sheet
1317	group	group	group	group	group	group
1318	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance
1319	institute accountants	institute accountants	institute accountants	institute accountants	institute accountants	▁139
1320	chief executive	chief executive	chief executive	chief executive	chief executive	chief executive
1321	group	group	group	group	group	group
1322	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance
1323	audit commission	audit commission	audit commission	audit commission	audit commission	audit commission
1324	▔	exposure	▔	▁5	▔	▁113
1325	chief executive	chief executive	chief executive	chief executive	chief executive	chief executive
1326	group	group	group	group	group	group
1327	financial liabilities	financial liabilities	financial liabilities	financial liability	financial liabilities	financial liability
1328	financial asset	financial asset	financial asset	financial asset	financial asset	financial asset
1329	hk	dollar	hk	dollar	hk	hkd
1330	financial liability	financial liabilities	financial liability	financial liability	financial liability	financial liability
1331	financial asset	financial asset	financial asset	financial asset	financial asset	financial asset
1332	group	group	group	group	group	group
1333	valuation technique	valuation technique	valuation technique	valuation technique	valuation technique	valuation technique
1334	quote price	quote price	quote price	market price	quote price	quote price
1335	active market	active market	active market	active market	active market	active market
1336	financial liability	financial liabilities	financial liability	financial liability	financial liability	financial liability
1337	financial asset	financial asset	financial asset	financial asset	financial asset	financial asset
1338	valuation technique	valuation technique	valuation technique	valuation technique	valuation technique	valuation technique
1339	investment fund	investment fund	investment fund	investment fund	investment fund	investment fund
1340	$	dollar	$	dollar	$	hkd
1341	financial asset	financial asset	financial asset	financial asset	financial asset	financial asset
1342	unlisted investment fund	unlisted investment fund	unlisted investment fund	unlisted investment fund	unlisted investment fund	unlisted investment fund
1343	financial liability	financial liabilities	financial liability	financial liability	financial liability	financial liability
1344	financial asset	financial asset	financial asset	financial asset	financial asset	financial asset
1345	valuation technique	valuation technique	valuation technique	valuation technique	valuation technique	valuation technique
1346	confirmation	confirmation	confirmation	confirmation	confirmation	▁53
1347	market price	quote price	market price	market price	market price	quote price
1348	application control	application control	application control	application control	application control	application control
1349	monitoring control	control measure	monitoring control	control measure	monitoring control	▁171
1350	financial liability	financial liabilities	financial liability	financial liability	financial liability	financial liability
1351	financial asset	financial asset	financial asset	financial asset	financial asset	financial asset
1352	investment properties	investment properties	investment properties	investment property	investment properties	investment property
1353	principal business	principal business	principal business	principal business	principal business	▁9
1354	valuation technique	valuation technique	valuation technique	valuation technique	valuation technique	valuation technique
1355	investment property	investment properties	investment property	investment property	investment property	investment property
1356	$	dollar	$	dollar	$	hkd
1357	independent professional valuer	independent professional valuer	independent professional valuer	independent professional valuer	independent professional valuer	independent professional valuer
1358	group	group	group	group	group	group
1359	valuation report	valuation report	valuation report	valuation report	valuation report	valuation report
1360	valuation technique	valuation technique	valuation technique	valuation technique	valuation technique	valuation technique
1361	investment property	investment properties	investment property	investment property	investment property	investment property
1362	group	group	group	group	group	group
1363	auditor 's 's report	independent auditor 's report	auditor 's 's report	auditor 's 's report	auditor 's 's report	auditor 's 's report
1364	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority
1365	hong kong monetary authority	hong kong monetary authority	hong kong monetary authority	hong kong monetary authority	hong kong monetary authority	hong kong monetary authority
1366	audit sub	audit committee	audit sub	audit sub	audit sub	audit sub
1367	▔	exposure	▔	▁5	▔	▁113
1368	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority
1369	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance	exchange fund ordinance
1370	institute accountants	institute accountants	institute accountants	institute accountants	institute accountants	▁139
1371	chief executive	chief executive	chief executive	chief executive	chief executive	chief executive
1372	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority
1373	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority
1374	group	group	group	group	group	group
1375	audit sub	audit committee	audit sub	audit sub	audit sub	audit sub
1376	group	group	group	group	group	group
1377	▔	exposure	▔	▁5	▔	▁113
1378	auditor 's 's report	independent auditor 's report	auditor 's 's report	auditor 's 's report	auditor 's 's report	auditor 's 's report
1379	audit commission	audit commission	audit commission	audit commission	audit commission	audit commission
1380	▔	independent auditor 's report	▔	auditor 's 's report	▔	auditor 's 's report
1381	audit commission	audit commission	audit commission	audit commission	audit commission	audit commission
1382	▔	exposure	▔	▁5	▔	▁113
1383	accounting policy	accounting policy	accounting policy	accounting policy	accounting policy	accounting policy
1384	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority	monetary authority
1385	group	group	group	group	group	group
1386	audit sub	audit committee	audit sub	audit sub	audit sub	audit sub
1387	audit sub	audit committee	audit sub	audit sub	audit sub	audit sub
1388	audit sub	audit committee	audit sub	audit sub	audit sub	audit sub
1389	auditor 's 's report	independent auditor 's report	auditor 's 's report	auditor 's 's report	auditor 's 's report	auditor 's 's report
1390	auditor general	audit commission	auditor general	audit commission	auditor general	audit commission
1391	auditor general	auditor general	auditor general	auditor general	auditor general	▁98
1392	audit commission	audit commission	audit commission	audit commission	audit commission	audit commission
